Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","01/10/2024 15:50 UTC"
"Last updated:","13 June 2024"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=6CpU9t
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,OIP,OOC,STA"
Years:
Origin:,"ALG,BAH,ARE,IRQ,ISR,JOR,KUW,LEB,LBY,MAU,MOR,OMN,QAT,SAU,GAZ,SYR,TUN,UAE,WSH,YEM"
"Country of asylum:","ALB,AND,ARM,AUS,AZE,BLR,BEL,BSN,BVT,BUL,HRV,CYP,CZE,DEN,EST,FRO,FIN,FRA,GEO,GFR,GIB,GRE,GRL,VAT,HUN,ICE,IRE,ITA,LVA,LIE,LTU,LUX,MTA,MCO,MNE,NET,MCD,NOR,POL,POR,MDA,ROM,RUS,SMA,SRB,SVK,SVN,SPA,SJM,SWE,SWI,TUR,UKR,GBR"
Year,"Country of origin","Country of asylum","Country of origin (ISO)","Country of asylum (ISO)","Refugees under UNHCR's mandate",Asylum-seekers
2022,Iraq,Liechtenstein,IRQ,LIE,7,6
2022,Iraq,Lithuania,IRQ,LTU,81,23
2022,Iraq,Luxembourg,IRQ,LUX,837,80
2022,Iraq,Latvia,IRQ,LVA,44,32
2022,Iraq,Monaco,IRQ,MCO,5,0
2022,Iraq,"Rep. of Moldova",IRQ,MDA,21,0
2022,Iraq,Malta,IRQ,MLT,81,0
2022,Iraq,"Netherlands (Kingdom of the)",IRQ,NLD,4251,827
2022,Iraq,Norway,IRQ,NOR,950,69
2022,Iraq,Poland,IRQ,POL,144,165
2022,Iraq,Portugal,IRQ,PRT,245,0
2022,Iraq,Romania,IRQ,ROU,491,81
2022,Iraq,"Russian Federation",IRQ,RUS,14,0
2022,Iraq,Spain,IRQ,ESP,567,65
2022,Iraq,"Serbia and Kosovo: S/RES/1244 (1999)",IRQ,SRB,21,0
2022,Iraq,Slovakia,IRQ,SVK,216,5
2022,Iraq,Slovenia,IRQ,SVN,53,6
2022,Iraq,Sweden,IRQ,SWE,10297,1456
2022,Iraq,Switzerland,IRQ,CHE,4306,519
2022,Iraq,Türkiye,IRQ,TUR,11855,122629
2022,Iraq,Ukraine,IRQ,UKR,71,32
2022,Israel,Austria,ISR,AUT,10,5
2022,Israel,Belgium,ISR,BEL,6,5
2022,Israel,Bulgaria,ISR,BGR,25,0
2022,Israel,Denmark,ISR,DNK,0,5
2022,Israel,France,ISR,FRA,9,0
2022,Israel,"United Kingdom of Great Britain and Northern Ireland",ISR,GBR,121,36
2022,Israel,Germany,ISR,DEU,117,27
2022,Israel,Hungary,ISR,HUN,9,0
2022,Israel,Ireland,ISR,IRL,11,7
2022,Israel,Italy,ISR,ITA,0,5
2022,Israel,Latvia,ISR,LVA,7,0
2022,Israel,"Rep. of Moldova",ISR,MDA,179,7
2022,Israel,"Netherlands (Kingdom of the)",ISR,NLD,27,0
2022,Israel,Norway,ISR,NOR,13,5
2022,Israel,Poland,ISR,POL,60,0
2022,Israel,Portugal,ISR,PRT,27,0
2022,Israel,Romania,ISR,ROU,29,0
2022,Israel,"Russian Federation",ISR,RUS,5,0
2022,Israel,Spain,ISR,ESP,46,5
2022,Israel,Slovakia,ISR,SVK,8,0
2022,Israel,Sweden,ISR,SWE,22,0
2022,Israel,Switzerland,ISR,CHE,19,0
2022,Jordan,Austria,JOR,AUT,85,93
2022,Jordan,Belgium,JOR,BEL,31,125
2022,Jordan,Bulgaria,JOR,BGR,7,0
2022,Jordan,Cyprus,JOR,CYP,57,87
2022,Jordan,Denmark,JOR,DNK,6,13
2022,Jordan,Finland,JOR,FIN,9,5
2022,Jordan,France,JOR,FRA,64,14
2022,Jordan,"United Kingdom of Great Britain and Northern Ireland",JOR,GBR,121,117
2022,Jordan,Georgia,JOR,GEO,0,23
2022,Jordan,Germany,JOR,DEU,747,391
2022,Jordan,Greece,JOR,GRC,45,5
2022,Jordan,Hungary,JOR,HUN,5,0
2022,Jordan,Iceland,JOR,ISL,0,17
2022,Jordan,Ireland,JOR,IRL,18,28
2022,Jordan,Italy,JOR,ITA,9,8
2022,Jordan,"Rep. of Moldova",JOR,MDA,5,0
2022,Jordan,Malta,JOR,MLT,5,0
2022,Jordan,"Netherlands (Kingdom of the)",JOR,NLD,233,93
2022,Jordan,Norway,JOR,NOR,6,5
2022,Jordan,Poland,JOR,POL,12,0
2022,Jordan,Portugal,JOR,PRT,18,0
2022,Jordan,Romania,JOR,ROU,12,0
2022,Jordan,Spain,JOR,ESP,62,20
2022,Jordan,"Serbia and Kosovo: S/RES/1244 (1999)",JOR,SRB,0,8
2022,Jordan,Sweden,JOR,SWE,291,111
2022,Jordan,Switzerland,JOR,CHE,66,7
2022,Kuwait,Austria,KWT,AUT,9,5
2022,Kuwait,Belgium,KWT,BEL,6,5
2022,Kuwait,France,KWT,FRA,660,47
2022,Kuwait,"United Kingdom of Great Britain and Northern Ireland",KWT,GBR,750,1459
2022,Kuwait,Germany,KWT,DEU,53,90
2022,Kuwait,Greece,KWT,GRC,168,14
2022,Kuwait,Ireland,KWT,IRL,44,18
2022,Kuwait,Luxembourg,KWT,LUX,6,10
2022,Kuwait,"Netherlands (Kingdom of the)",KWT,NLD,7,8
2022,Kuwait,Romania,KWT,ROU,5,0
2022,Kuwait,Spain,KWT,ESP,5,5
2022,Kuwait,Sweden,KWT,SWE,30,5
2022,Libya,Austria,LBY,AUT,150,71
2022,Libya,Azerbaijan,LBY,AZE,5,0
2022,Libya,Belgium,LBY,BEL,77,215
2022,Libya,Belarus,LBY,BLR,7,0
2022,Libya,Bulgaria,LBY,BGR,0,5
2022,Libya,Cyprus,LBY,CYP,12,0
2022,Libya,Czechia,LBY,CZE,24,0
2022,Libya,Denmark,LBY,DNK,0,5
2022,Libya,Finland,LBY,FIN,32,7
2022,Libya,France,LBY,FRA,2430,148
2022,Libya,"United Kingdom of Great Britain and Northern Ireland",LBY,GBR,4683,1134
2022,Libya,Germany,LBY,DEU,2442,1161
2022,Libya,Greece,LBY,GRC,71,5
2022,Libya,Croatia,LBY,HRV,5,0
2022,Libya,Hungary,LBY,HUN,7,0
2022,Libya,Iceland,LBY,ISL,14,14
2022,Libya,Ireland,LBY,IRL,202,14
2022,Libya,Italy,LBY,ITA,1204,241
2022,Libya,Luxembourg,LBY,LUX,9,25
2022,Libya,"Rep. of Moldova",LBY,MDA,5,0
2022,Libya,Malta,LBY,MLT,2859,132
2022,Libya,"Netherlands (Kingdom of the)",LBY,NLD,304,179
2022,Libya,Norway,LBY,NOR,54,7
2022,Libya,Poland,LBY,POL,30,0
2022,Libya,Portugal,LBY,PRT,33,0
2022,Libya,Romania,LBY,ROU,5,0
2022,Libya,"Russian Federation",LBY,RUS,5,0
2022,Libya,Spain,LBY,ESP,158,35
2022,Libya,"Serbia and Kosovo: S/RES/1244 (1999)",LBY,SRB,47,0
2022,Libya,Slovakia,LBY,SVK,11,5
2022,Libya,Slovenia,LBY,SVN,0,5
2022,Libya,Sweden,LBY,SWE,245,40
2022,Libya,Switzerland,LBY,CHE,307,40
2022,Libya,Ukraine,LBY,UKR,10,0
2022,Lebanon,Armenia,LBN,ARM,26,0
2022,Lebanon,Austria,LBN,AUT,127,146
2022,Lebanon,Belgium,LBN,BEL,139,195
2022,Lebanon,Belarus,LBN,BLR,5,0
2022,Lebanon,Bulgaria,LBN,BGR,22,8
2022,Lebanon,Cyprus,LBN,CYP,63,85
2022,Lebanon,Czechia,LBN,CZE,5,0
2022,Lebanon,Denmark,LBN,DNK,29,8
2022,Lebanon,Finland,LBN,FIN,12,5
2022,Lebanon,France,LBN,FRA,399,128
2022,Lebanon,"United Kingdom of Great Britain and Northern Ireland",LBN,GBR,233,208
2022,Lebanon,Georgia,LBN,GEO,11,35
2022,Lebanon,Germany,LBN,DEU,2401,2411
2022,Lebanon,Greece,LBN,GRC,104,57
2022,Lebanon,Hungary,LBN,HUN,5,0
2022,Lebanon,Iceland,LBN,ISL,0,5
2022,Lebanon,Ireland,LBN,IRL,10,22
2022,Lebanon,Italy,LBN,ITA,6,130
2022,Lebanon,Luxembourg,LBN,LUX,8,10
2022,Lebanon,Latvia,LBN,LVA,5,0
2022,Lebanon,"Rep. of Moldova",LBN,MDA,12,5
2022,Lebanon,Malta,LBN,MLT,0,5
2022,Lebanon,"Netherlands (Kingdom of the)",LBN,NLD,288,81
2022,Lebanon,Norway,LBN,NOR,25,5
2022,Lebanon,Poland,LBN,POL,25,11
2022,Lebanon,Portugal,LBN,PRT,16,0
2022,Lebanon,Romania,LBN,ROU,23,5
2022,Lebanon,"Russian Federation",LBN,RUS,5,0
2022,Lebanon,Spain,LBN,ESP,54,25
2022,Lebanon,Sweden,LBN,SWE,518,233
2022,Lebanon,Switzerland,LBN,CHE,62,53
2022,Lebanon,Ukraine,LBN,UKR,11,0
2022,Mauritania,Austria,MRT,AUT,5,0
2022,Mauritania,Belgium,MRT,BEL,244,265
2022,Mauritania,Bulgaria,MRT,BGR,0,5
2022,Mauritania,France,MRT,FRA,8298,939
2022,Mauritania,"United Kingdom of Great Britain and Northern Ireland",MRT,GBR,7,11
2022,Mauritania,Germany,MRT,DEU,44,88
2022,Mauritania,Greece,MRT,GRC,66,0
2022,Mauritania,Croatia,MRT,HRV,5,0
2022,Mauritania,Italy,MRT,ITA,239,9
2022,Mauritania,Luxembourg,MRT,LUX,0,5
2022,Mauritania,"Netherlands (Kingdom of the)",MRT,NLD,23,0
2022,Mauritania,Spain,MRT,ESP,35,120
2022,Mauritania,Sweden,MRT,SWE,13,0
2022,Mauritania,Switzerland,MRT,CHE,9,5
2022,Morocco,Austria,MAR,AUT,55,3966
2022,Morocco,Belgium,MAR,BEL,190,415
2022,Morocco,Bulgaria,MAR,BGR,6,1000
2022,Morocco,Cyprus,MAR,CYP,0,6
2022,Morocco,Czechia,MAR,CZE,0,5
2022,Morocco,Denmark,MAR,DNK,10,35
2022,Morocco,Finland,MAR,FIN,43,31
2022,Morocco,France,MAR,FRA,1417,268
2022,Morocco,"United Kingdom of Great Britain and Northern Ireland",MAR,GBR,261,459
2022,Morocco,Georgia,MAR,GEO,0,5
2022,Morocco,Germany,MAR,DEU,2219,1058
2022,Morocco,Greece,MAR,GRC,241,118
2022,Morocco,Croatia,MAR,HRV,33,15
2022,Morocco,Hungary,MAR,HUN,5,0
2022,Morocco,Iceland,MAR,ISL,9,0
2022,Morocco,Ireland,MAR,IRL,31,201
2022,Morocco,Italy,MAR,ITA,1009,1779
2022,Morocco,Luxembourg,MAR,LUX,8,25
2022,Morocco,"North Macedonia",MAR,MKD,0,8
2022,Morocco,"Rep. of Moldova",MAR,MDA,5,14
2022,Morocco,Montenegro,MAR,MNE,0,6
2022,Morocco,Malta,MAR,MLT,30,80
2022,Morocco,"Netherlands (Kingdom of the)",MAR,NLD,1037,400
2022,Morocco,Norway,MAR,NOR,16,15
2022,Morocco,Poland,MAR,POL,21,23
2022,Morocco,Portugal,MAR,PRT,2075,21
2022,Morocco,Romania,MAR,ROU,9,18
2022,Morocco,Spain,MAR,ESP,996,5925
2022,Morocco,"Serbia and Kosovo: S/RES/1244 (1999)",MAR,SRB,0,16
2022,Morocco,Slovakia,MAR,SVK,0,5
2022,Morocco,Slovenia,MAR,SVN,5,74
2022,Morocco,Sweden,MAR,SWE,261,137
2022,Morocco,Switzerland,MAR,CHE,114,172
2022,Morocco,Ukraine,MAR,UKR,0,8
2022,Oman,"United Kingdom of Great Britain and Northern Ireland",OMN,GBR,22,42
2022,Oman,Germany,OMN,DEU,7,10
2022,Oman,"Netherlands (Kingdom of the)",OMN,NLD,5,0
2022,Qatar,"United Kingdom of Great Britain and Northern Ireland",QAT,GBR,17,18
2022,"Saudi Arabia",Austria,SAU,AUT,8,0
2022,"Saudi Arabia",Belgium,SAU,BEL,5,5
2022,"Saudi Arabia",Czechia,SAU,CZE,5,0
2022,"Saudi Arabia",France,SAU,FRA,51,0
2022,"Saudi Arabia","United Kingdom of Great Britain and Northern Ireland",SAU,GBR,324,345
2022,"Saudi Arabia",Germany,SAU,DEU,127,24
2022,"Saudi Arabia",Greece,SAU,GRC,8,0
2022,"Saudi Arabia",Ireland,SAU,IRL,22,11
2022,"Saudi Arabia",Malta,SAU,MLT,5,0
2022,"Saudi Arabia","Netherlands (Kingdom of the)",SAU,NLD,57,31
2022,"Saudi Arabia",Norway,SAU,NOR,8,5
2022,"Saudi Arabia",Spain,SAU,ESP,5,0
2022,"Saudi Arabia",Sweden,SAU,SWE,62,0
2022,"Saudi Arabia",Switzerland,SAU,CHE,13,5
2022,"Syrian Arab Rep.",Albania,SYR,ALB,23,0
2022,"Syrian Arab Rep.",Armenia,SYR,ARM,4888,24
2022,"Syrian Arab Rep.",Austria,SYR,AUT,73923,17244
2022,"Syrian Arab Rep.",Azerbaijan,SYR,AZE,35,0
2022,"Syrian Arab Rep.",Belgium,SYR,BEL,17808,2495
2022,"Syrian Arab Rep.",Belarus,SYR,BLR,49,17
2022,"Syrian Arab Rep.","Bosnia and Herzegovina",SYR,BIH,25,7
2022,"Syrian Arab Rep.",Bulgaria,SYR,BGR,23726,5695
2022,"Syrian Arab Rep.",Cyprus,SYR,CYP,10902,9504
2022,"Syrian Arab Rep.",Czechia,SYR,CZE,341,6
2022,"Syrian Arab Rep.",Denmark,SYR,DNK,19153,306
2022,"Syrian Arab Rep.",Estonia,SYR,EST,107,0
2022,"Syrian Arab Rep.",Finland,SYR,FIN,2594,154
2022,"Syrian Arab Rep.",France,SYR,FRA,40339,992
2022,"Syrian Arab Rep.","United Kingdom of Great Britain and Northern Ireland",SYR,GBR,12682,7372
2022,"Syrian Arab Rep.",Georgia,SYR,GEO,448,20
2022,"Syrian Arab Rep.",Germany,SYR,DEU,522575,54218
2022,"Syrian Arab Rep.",Greece,SYR,GRC,42827,2520
2022,"Syrian Arab Rep.",Croatia,SYR,HRV,550,44
2022,"Syrian Arab Rep.",Hungary,SYR,HUN,819,0
2022,"Syrian Arab Rep.",Iceland,SYR,ISL,256,9
2022,"Syrian Arab Rep.",Ireland,SYR,IRL,2520,87
2022,"Syrian Arab Rep.",Italy,SYR,ITA,3578,911
2022,"Syrian Arab Rep.",Liechtenstein,SYR,LIE,34,0
2022,"Syrian Arab Rep.",Lithuania,SYR,LTU,488,5
2022,"Syrian Arab Rep.",Luxembourg,SYR,LUX,2912,940
2022,"Syrian Arab Rep.",Latvia,SYR,LVA,318,12
2022,"Syrian Arab Rep.","North Macedonia",SYR,MKD,0,6
2022,"Syrian Arab Rep.",Monaco,SYR,MCO,5,0
2022,"Syrian Arab Rep.","Rep. of Moldova",SYR,MDA,203,30
2022,"Syrian Arab Rep.",Malta,SYR,MLT,1988,361
2022,"Syrian Arab Rep.","Netherlands (Kingdom of the)",SYR,NLD,56580,11977
2022,"Syrian Arab Rep.",Norway,SYR,NOR,15964,1289
2022,"Syrian Arab Rep.",Poland,SYR,POL,280,28
2022,"Syrian Arab Rep.",Portugal,SYR,PRT,918,15
2022,"Syrian Arab Rep.",Romania,SYR,ROU,2332,284
2022,"Syrian Arab Rep.","Russian Federation",SYR,RUS,194,58
2022,"Syrian Arab Rep.",Spain,SYR,ESP,16670,640
2022,"Syrian Arab Rep.","Serbia and Kosovo: S/RES/1244 (1999)",SYR,SRB,47,0
2022,"Syrian Arab Rep.",Slovakia,SYR,SVK,55,5
2022,"Syrian Arab Rep.",Slovenia,SYR,SVN,340,0
2022,"Syrian Arab Rep.",Sweden,SYR,SWE,111199,1233
2022,"Syrian Arab Rep.",Switzerland,SYR,CHE,20330,464
2022,"Syrian Arab Rep.",Türkiye,SYR,TUR,3535898,0
2022,"Syrian Arab Rep.",Ukraine,SYR,UKR,517,16
2022,Tunisia,Albania,TUN,ALB,5,0
2022,Tunisia,Austria,TUN,AUT,18,2478
2022,Tunisia,Belgium,TUN,BEL,58,175
2022,Tunisia,Bulgaria,TUN,BGR,5,14
2022,Tunisia,Cyprus,TUN,CYP,0,5
2022,Tunisia,Denmark,TUN,DNK,5,10
2022,Tunisia,Finland,TUN,FIN,5,10
2022,Tunisia,France,TUN,FRA,603,223
2022,Tunisia,"United Kingdom of Great Britain and Northern Ireland",TUN,GBR,73,217
2022,Tunisia,Germany,TUN,DEU,495,1265
2022,Tunisia,Greece,TUN,GRC,32,5
2022,Tunisia,Croatia,TUN,HRV,0,9
2022,Tunisia,Hungary,TUN,HUN,7,0
2022,Tunisia,Iceland,TUN,ISL,5,0
2022,Tunisia,Ireland,TUN,IRL,5,54
2022,Tunisia,Italy,TUN,ITA,577,1920
2022,Tunisia,Luxembourg,TUN,LUX,11,25
2022,Tunisia,Malta,TUN,MLT,13,5
2022,Tunisia,"Netherlands (Kingdom of the)",TUN,NLD,90,233
2022,Tunisia,Poland,TUN,POL,10,5
2022,Tunisia,Portugal,TUN,PRT,84,0
2022,Tunisia,Romania,TUN,ROU,7,12
2022,Tunisia,Spain,TUN,ESP,92,100
2022,Tunisia,Slovakia,TUN,SVK,5,0
2022,Tunisia,Slovenia,TUN,SVN,0,10
2022,Tunisia,Sweden,TUN,SWE,47,58
2022,Tunisia,Switzerland,TUN,CHE,187,119
2022,"United Arab Emirates",Belgium,ARE,BEL,7,0
2022,"United Arab Emirates","United Kingdom of Great Britain and Northern Ireland",ARE,GBR,24,19
2022,"United Arab Emirates",Germany,ARE,DEU,20,5
2022,"United Arab Emirates","Netherlands (Kingdom of the)",ARE,NLD,7,5
2022,"United Arab Emirates",Norway,ARE,NOR,0,5
2022,"United Arab Emirates",Sweden,ARE,SWE,5,0
2022,"Western Sahara",France,ESH,FRA,862,139
2022,"Western Sahara","United Kingdom of Great Britain and Northern Ireland",ESH,GBR,11,5
2022,"Western Sahara",Greece,ESH,GRC,10,0
2022,"Western Sahara",Croatia,ESH,HRV,0,5
2022,"Western Sahara",Italy,ESH,ITA,5,0
2022,"Western Sahara",Switzerland,ESH,CHE,5,0
2022,Yemen,Armenia,YEM,ARM,21,6
2022,Yemen,Austria,YEM,AUT,562,180
2022,Yemen,Azerbaijan,YEM,AZE,11,0
2022,Yemen,Belgium,YEM,BEL,121,315
2022,Yemen,Belarus,YEM,BLR,25,6
2022,Yemen,Bulgaria,YEM,BGR,29,26
2022,Yemen,Cyprus,YEM,CYP,61,30
2022,Yemen,Czechia,YEM,CZE,27,0
2022,Yemen,Denmark,YEM,DNK,7,0
2022,Yemen,Estonia,YEM,EST,6,0
2022,Yemen,Finland,YEM,FIN,331,41
2022,Yemen,France,YEM,FRA,1084,127
2022,Yemen,"United Kingdom of Great Britain and Northern Ireland",YEM,GBR,1647,938
2022,Yemen,Georgia,YEM,GEO,62,20
2022,Yemen,Germany,YEM,DEU,3757,1172
2022,Yemen,Greece,YEM,GRC,1335,149
2022,Yemen,Croatia,YEM,HRV,7,0
2022,Yemen,Hungary,YEM,HUN,17,0
2022,Yemen,Iceland,YEM,ISL,16,0
2022,Yemen,Ireland,YEM,IRL,34,38
2022,Yemen,Italy,YEM,ITA,30,44
2022,Yemen,Lithuania,YEM,LTU,7,0
2022,Yemen,Luxembourg,YEM,LUX,37,5
2022,Yemen,"Rep. of Moldova",YEM,MDA,10,0
2022,Yemen,Montenegro,YEM,MNE,7,0
2022,Yemen,Malta,YEM,MLT,5,5
2022,Yemen,"Netherlands (Kingdom of the)",YEM,NLD,4597,2044
2022,Yemen,Norway,YEM,NOR,197,25
2022,Yemen,Poland,YEM,POL,26,14
2022,Yemen,Portugal,YEM,PRT,18,0
2022,Yemen,Romania,YEM,ROU,79,5
2022,Yemen,"Russian Federation",YEM,RUS,85,6
2022,Yemen,Spain,YEM,ESP,516,240
2022,Yemen,Slovakia,YEM,SVK,25,0
2022,Yemen,Slovenia,YEM,SVN,6,0
2022,Yemen,Sweden,YEM,SWE,1731,67
2022,Yemen,Switzerland,YEM,CHE,342,19
2022,Yemen,Ukraine,YEM,UKR,5,5
2023,Algeria,Armenia,DZA,ARM,0,6
2023,Algeria,Austria,DZA,AUT,22,88
2023,Algeria,Belgium,DZA,BEL,127,225
2023,Algeria,Bulgaria,DZA,BGR,0,24
2023,Algeria,Cyprus,DZA,CYP,8,5
2023,Algeria,Czechia,DZA,CZE,5,6
2023,Algeria,Denmark,DZA,DNK,0,8
2023,Algeria,Finland,DZA,FIN,11,20
2023,Algeria,France,DZA,FRA,3375,617
2023,Algeria,"United Kingdom of Great Britain and Northern Ireland",DZA,GBR,303,1037
2023,Algeria,Georgia,DZA,GEO,0,5
2023,Algeria,Germany,DZA,DEU,1079,1653
2023,Algeria,Greece,DZA,GRC,145,49
2023,Algeria,Croatia,DZA,HRV,0,16
2023,Algeria,Hungary,DZA,HUN,12,0
2023,Algeria,Iceland,DZA,ISL,0,5
2023,Algeria,Ireland,DZA,IRL,130,3059
2023,Algeria,Italy,DZA,ITA,136,209
2023,Algeria,Luxembourg,DZA,LUX,35,75
2023,Algeria,Latvia,DZA,LVA,0,5
2023,Algeria,"North Macedonia",DZA,MKD,0,5
2023,Algeria,"Netherlands (Kingdom of the)",DZA,NLD,59,584
2023,Algeria,Norway,DZA,NOR,9,0
2023,Algeria,Poland,DZA,POL,34,20
2023,Algeria,Portugal,DZA,PRT,529,16
2023,Algeria,Romania,DZA,ROU,7,5
2023,Algeria,Spain,DZA,ESP,253,915
2023,Algeria,Slovakia,DZA,SVK,0,5
2023,Algeria,Slovenia,DZA,SVN,0,38
2023,Algeria,Sweden,DZA,SWE,49,50
2023,Algeria,Switzerland,DZA,CHE,183,297
2023,Algeria,Ukraine,DZA,UKR,0,5
2023,Egypt,Albania,EGY,ALB,8,0
2023,Egypt,Armenia,EGY,ARM,8,68
2023,Egypt,Austria,EGY,AUT,182,267
2023,Egypt,Belgium,EGY,BEL,95,155
2023,Egypt,Bulgaria,EGY,BGR,11,61
2023,Egypt,Cyprus,EGY,CYP,149,219
2023,Egypt,Czechia,EGY,CZE,11,6
2023,Egypt,Denmark,EGY,DNK,24,0
2023,Egypt,Finland,EGY,FIN,54,42
2023,Egypt,France,EGY,FRA,1966,615
2023,Egypt,"United Kingdom of Great Britain and Northern Ireland",EGY,GBR,1205,2336
2023,Egypt,Georgia,EGY,GEO,68,53
2023,Egypt,Germany,EGY,DEU,2593,1670
2023,Egypt,Greece,EGY,GRC,458,2208
2023,Egypt,Croatia,EGY,HRV,8,0
2023,Egypt,Hungary,EGY,HUN,12,0
2023,Egypt,Iceland,EGY,ISL,11,0
2023,Egypt,Ireland,EGY,IRL,77,571
2023,Egypt,Italy,EGY,ITA,736,21038
2023,Egypt,Lithuania,EGY,LTU,7,0
2023,Egypt,Luxembourg,EGY,LUX,8,10
2023,Egypt,Latvia,EGY,LVA,10,5
2023,Egypt,Malta,EGY,MLT,73,8
2023,Egypt,"Netherlands (Kingdom of the)",EGY,NLD,606,421
2023,Egypt,Norway,EGY,NOR,43,9
2023,Egypt,Poland,EGY,POL,106,50
2023,Egypt,Portugal,EGY,PRT,69,15
2023,Egypt,Romania,EGY,ROU,25,39
2023,Egypt,"Russian Federation",EGY,RUS,5,5
2023,Egypt,Spain,EGY,ESP,146,45
2023,Egypt,"Serbia and Kosovo: S/RES/1244 (1999)",EGY,SRB,0,5
2023,Egypt,Slovakia,EGY,SVK,17,0
2023,Egypt,Slovenia,EGY,SVN,0,5
2023,Egypt,Sweden,EGY,SWE,363,72
2023,Egypt,Switzerland,EGY,CHE,147,20
2023,Egypt,Ukraine,EGY,UKR,0,7
2023,Bahrain,Denmark,BHR,DNK,5,0
2023,Bahrain,France,BHR,FRA,24,8
2023,Bahrain,"United Kingdom of Great Britain and Northern Ireland",BHR,GBR,81,69
2023,Bahrain,Germany,BHR,DEU,68,11
2023,Bahrain,Ireland,BHR,IRL,11,5
2023,Bahrain,"Netherlands (Kingdom of the)",BHR,NLD,27,6
2023,Bahrain,Sweden,BHR,SWE,16,0
2023,Palestinian,Albania,PSE,ALB,11,0
2023,Palestinian,Armenia,PSE,ARM,7,0
2023,Palestinian,Belgium,PSE,BEL,5538,4795
2023,Palestinian,Belarus,PSE,BLR,9,10
2023,Palestinian,"Bosnia and Herzegovina",PSE,BIH,0,7
2023,Palestinian,Cyprus,PSE,CYP,2407,250
2023,Palestinian,Estonia,PSE,EST,7,0
2023,Palestinian,France,PSE,FRA,2211,115
2023,Palestinian,"United Kingdom of Great Britain and Northern Ireland",PSE,GBR,876,327
2023,Palestinian,Georgia,PSE,GEO,0,5
2023,Palestinian,Germany,PSE,DEU,2142,1849
2023,Palestinian,Greece,PSE,GRC,13988,1277
2023,Palestinian,Croatia,PSE,HRV,0,18
2023,Palestinian,Hungary,PSE,HUN,83,0
2023,Palestinian,Iceland,PSE,ISL,425,85
2023,Palestinian,Ireland,PSE,IRL,125,124
2023,Palestinian,Italy,PSE,ITA,826,117
2023,Palestinian,Latvia,PSE,LVA,5,0
2023,Palestinian,"North Macedonia",PSE,MKD,0,5
2023,Palestinian,"Rep. of Moldova",PSE,MDA,0,8
2023,Palestinian,Malta,PSE,MLT,72,15
2023,Palestinian,"Netherlands (Kingdom of the)",PSE,NLD,0,33
2023,Palestinian,Poland,PSE,POL,19,15
2023,Palestinian,Portugal,PSE,PRT,12,0
2023,Palestinian,Romania,PSE,ROU,80,37
2023,Palestinian,"Russian Federation",PSE,RUS,13,26
2023,Palestinian,Spain,PSE,ESP,1234,260
2023,Palestinian,"Serbia and Kosovo: S/RES/1244 (1999)",PSE,SRB,5,0
2023,Palestinian,Slovakia,PSE,SVK,7,0
2023,Palestinian,Slovenia,PSE,SVN,30,5
2023,Palestinian,Sweden,PSE,SWE,1336,171
2023,Palestinian,Ukraine,PSE,UKR,18,17
2023,Iraq,Armenia,IRQ,ARM,1162,184
2023,Iraq,Austria,IRQ,AUT,9829,778
2023,Iraq,Azerbaijan,IRQ,AZE,10,0
2023,Iraq,Belgium,IRQ,BEL,3040,950
2023,Iraq,Belarus,IRQ,BLR,9,17
2023,Iraq,"Bosnia and Herzegovina",IRQ,BIH,5,0
2023,Iraq,Bulgaria,IRQ,BGR,618,192
2023,Iraq,Cyprus,IRQ,CYP,1073,445
2023,Iraq,Czechia,IRQ,CZE,105,7
2023,Iraq,Denmark,IRQ,DNK,260,37
2023,Iraq,Estonia,IRQ,EST,17,0
2023,Iraq,Finland,IRQ,FIN,9343,1020
2023,Iraq,France,IRQ,FRA,14094,234
2023,Iraq,"United Kingdom of Great Britain and Northern Ireland",IRQ,GBR,12567,9162
2023,Iraq,Georgia,IRQ,GEO,265,13
2023,Iraq,Germany,IRQ,DEU,146481,28738
2023,Iraq,Greece,IRQ,GRC,20784,1254
2023,Iraq,Croatia,IRQ,HRV,120,43
2023,Iraq,Hungary,IRQ,HUN,586,0
2023,Iraq,Iceland,IRQ,ISL,318,56
2023,Iraq,Ireland,IRQ,IRL,309,173
2023,Iraq,Italy,IRQ,ITA,5576,1218
2023,Iraq,Liechtenstein,IRQ,LIE,5,5
2023,Iraq,Lithuania,IRQ,LTU,85,8
2023,Iraq,Luxembourg,IRQ,LUX,847,54
2023,Iraq,Latvia,IRQ,LVA,39,0
2023,Iraq,Monaco,IRQ,MCO,5,0
2023,Iraq,"Rep. of Moldova",IRQ,MDA,16,0
2023,Iraq,Malta,IRQ,MLT,80,0
2023,Iraq,"Netherlands (Kingdom of the)",IRQ,NLD,4290,1842
2023,Iraq,Norway,IRQ,NOR,891,72
2023,Iraq,Poland,IRQ,POL,149,200
2023,Iraq,Portugal,IRQ,PRT,261,5
2023,Iraq,Romania,IRQ,ROU,462,57
